LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-47.3769 	 -6.3558 	 159.95 	 978029.52
-47.4 	 -6.3392 	 138.39 	 978032.44
-47.3822 	 -6.0264 	 124.88 	 978003.86
-47.3822 	 -6.0619 	 135.95 	 978001.92
-45.386 	 -5.4181 	 200.45 	 977986.33
-45.4074 	 -5.4307 	 126.7 	 978003.74
-46.6293 	 -6.0362 	 232.29 	 977964.98
-46.677 	 -6.0534 	 268.69 	 977951.99
-46.7018 	 -6.063 	 294.43 	 977947.47
-46.7285 	 -6.0649 	 292.2 	 977951.01
-46.7992 	 -6.0938 	 252.03 	 977962.86
-46.8214 	 -6.1097 	 221.13 	 977971.57
-46.8466 	 -6.1249 	 242.25 	 977970.7
-46.8897 	 -6.1437 	 238.53 	 977975.53
-46.9104 	 -6.1454 	 204.37 	 977984.51
-46.9547 	 -6.1494 	 203.16 	 977987.44
-46.98 	 -6.1591 	 194.88 	 977989.28
-47.0263 	 -6.1822 	 174.5 	 977995.21
-47.0479 	 -6.2012 	 145.46 	 978004.9
-47.0708 	 -6.2085 	 171.26 	 978000.18
-47.1169 	 -6.2345 	 196.65 	 977994.38
-47.143 	 -6.2446 	 210.7 	 977992.29
-47.1654 	 -6.2532 	 186.37 	 977998.05
-47.2179 	 -6.2667 	 151.66 	 978009.04
-47.2919 	 -6.3006 	 185.23 	 978007.49
-47.2444 	 -6.2777 	 191.38 	 978003.78
-47.3418 	 -6.3201 	 177.83 	 978014.2
-47.3607 	 -6.3368 	 164.8 	 978020.96
-41.9977 	 -2.9844 	 8.65 	 978046.86
-45.8996 	 -5.6863 	 194.87 	 977973.16
-45.9271 	 -5.6993 	 195.9 	 977972.57
-45.9518 	 -5.7109 	 182.01 	 977974.87
-45.9789 	 -5.7236 	 201.1 	 977970.38
-42.7743 	 -2.751 	 -17.4 	 977969.02
-42.3057 	 -2.8573 	 1.87 	 977968.81
-44.5107 	 -5.2863 	 70.36 	 978019.37
-44.5355 	 -5.2902 	 80.63 	 978016.18
-47.3975 	 -6.4664 	 163.93 	 978007.07
-47.38 	 -6.1036 	 121.02 	 978010.03
-47.375 	 -6.1261 	 136.45 	 978009.41
-47.3644 	 -6.1708 	 148.05 	 978011.05
-47.3567 	 -6.2083 	 140.24 	 978013.93
-47.3522 	 -6.2306 	 156.17 	 978012.37
-47.3556 	 -6.2631 	 133.49 	 978019.27
-47.3606 	 -6.2844 	 124.46 	 978023.49
-47.365 	 -6.3017 	 123.79 	 978024.78
-47.3681 	 -6.3186 	 147.66 	 978022.79
-47.3756 	 -6.3494 	 158.35 	 978027.57
-47.4394 	 -6.5519 	 150.83 	 978015.35
-47.5514 	 -5.1068 	 297.79 	 977980.34
-47.4781 	 -5.5419 	 97.31 	 978004.74
-47.4503 	 -5.5647 	 105.39 	 978001.51
-47.4408 	 -5.5786 	 114.36 	 977998.64
-47.4164 	 -5.6142 	 110.06 	 978000.18
-44.6014 	 -5.3216 	 111.3 	 978008.68
-44.6304 	 -5.3197 	 98.87 	 978010.5
-44.6479 	 -5.3283 	 94.2 	 978011.62
-44.6738 	 -5.3371 	 115.29 	 978007.74
-45.456 	 -5.4543 	 162.13 	 977994.24
-45.48 	 -5.4634 	 138.07 	 977998.39
-45.8226 	 -5.6493 	 188.71 	 977975.07
-45.8728 	 -5.6734 	 195.38 	 977973.19
-46.0917 	 -5.7837 	 207.89 	 977967.83
-46.1965 	 -5.8331 	 219.47 	 977966.86
-46.2227 	 -5.8446 	 216.57 	 977968.49
-46.2424 	 -5.8649 	 223.84 	 977970.08
-46.2636 	 -5.8828 	 221.36 	 977971.52
-46.3127 	 -5.9073 	 938.2 	 977959.5
-46.3376 	 -5.9197 	 295.67 	 977951.32
-46.3619 	 -5.9317 	 273.11 	 977956.04
-46.3862 	 -5.9445 	 256.34 	 977959.13
-46.404 	 -5.9574 	 285.63 	 977952.2
-46.4449 	 -5.9819 	 306.95 	 977948.44
-46.4697 	 -5.9956 	 298.81 	 977951.96
-46.4935 	 -6.0087 	 305.68 	 977950.16
-46.5401 	 -6.0338 	 306.58 	 977950.1
-46.5688 	 -6.0367 	 255.24 	 977962.1
-41.948 	 -2.8913 	 2.27 	 978018.91
-41.9001 	 -2.9963 	 -15.94 	 978020.07
-42.0868 	 -2.8779 	 11.05 	 977994.4
-42.1165 	 -2.8378 	 -11.4 	 977987.51
-42.2782 	 -2.8877 	 22.66 	 977972.69
-42.7322 	 -2.7486 	 -15.01 	 977967.6
-42.6608 	 -2.7303 	 -20.74 	 977969.87
-42.6148 	 -2.7415 	 -21.02 	 977970.45
-42.3267 	 -2.7823 	 -2.43 	 977964.89
-42.3086 	 -2.8276 	 2.54 	 977963.9
-42.8485 	 -2.7881 	 -12.81 	 977970.81
-42.8672 	 -2.8371 	 1.29 	 977976.4
-42.9454 	 -2.8807 	 25.51 	 977990.51
-42.9861 	 -2.8992 	 27.64 	 977997.87
-43.0116 	 -2.9423 	 30.12 	 978001.13
-43.1105 	 -3.0233 	 65.56 	 978006.06
-43.1405 	 -3.0078 	 23.41 	 978014.94
-43.2298 	 -3.04 	 60.24 	 978011.75
