LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-64.9289 	 -0.5278 	 26.22 	 978036.47
-65.2558 	 -0.5497 	 29.09 	 978030.13
-64.8142 	 -0.6047 	 25.48 	 978037.81
-64.9958 	 -0.3731 	 45.95 	 978027.05
-64.9506 	 -0.5181 	 26.06 	 978035.61
-63.5661 	 -0.3781 	 17.24 	 978035.28
-63.4703 	 -0.4936 	 14.99 	 978024.32
-63.2586 	 -0.5597 	 13.07 	 978012.98
-63.1131 	 -0.7408 	 11.16 	 978004.15
-63.1983 	 -0.5267 	 11.79 	 978016.86
-63.4617 	 -0.5708 	 14.93 	 978020.12
-63.1067 	 -0.6611 	 11.57 	 978005.21
-62.9181 	 -0.6994 	 10.61 	 978008.83
-62.9 	 -0.5047 	 12.29 	 978017.54
-63.0789 	 -0.7203 	 11.18 	 978002.88
-62.9767 	 -0.8264 	 10.24 	 978008.63
-58.5186 	 -6.52 	 195.11 	 978048.92
-61.7606 	 -8.2547 	 103.0 	 978143.06
-61.7094 	 -8.4525 	 110.11 	 978137.2
-60.705 	 -2.885 	 3.08 	 978015.76
-57.7464 	 -3.4075 	 -0.01 	 978084.73
-60.0458 	 -1.9664 	 150.21 	 977996.75
-60.0803 	 -1.8683 	 163.31 	 977993.8
-60.18 	 -1.6814 	 75.3 	 978016.74
-60.2292 	 -1.5819 	 63.84 	 978016.16
-60.2797 	 -1.4906 	 55.55 	 978018.82
-60.3797 	 -1.3506 	 65.97 	 978027.07
-60.2972 	 -1.445 	 53.7 	 978021.69
-60.4122 	 -1.2433 	 42.84 	 978031.89
-60.4444 	 -1.1447 	 57.95 	 978031.2
-56.9468 	 -2.4096 	 83.02 	 978563.16
-60.8222 	 -4.222 	 20.66 	 978059.32
-60.8066 	 -4.1807 	 20.6 	 978057.78
-60.7735 	 -4.15 	 23.23 	 978059.46
-60.6984 	 -4.094 	 24.85 	 978063.11
-60.6661 	 -4.0698 	 24.8 	 978065.61
-60.6141 	 -4.0314 	 25.48 	 978066.14
-66.7253 	 1.0333 	 83.44 	 978025.24
-65.0786 	 -0.5697 	 27.39 	 978033.39
-63.2389 	 -0.6439 	 12.52 	 978008.3
-62.6628 	 -1.1125 	 7.96 	 978005.06
-62.1011 	 -1.2336 	 5.27 	 978030.12
-61.6844 	 -1.6406 	 5.72 	 978030.31
-63.0727 	 -6.9073 	 55.6 	 978077.07
