LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-48.6962 	 -24.2758 	 814.97 	 978684.95
-47.9691 	 -23.2509 	 558.31 	 978647.18
-47.7871 	 -23.2188 	 558.66 	 978640.77
-47.6761 	 -23.4182 	 597.77 	 978651.99
-47.6406 	 -23.3161 	 628.05 	 978627.09
-47.5195 	 -23.5766 	 660.82 	 978640.99
-47.6429 	 -23.8883 	 864.87 	 978620.43
-49.1292 	 -24.6134 	 226.69 	 978815.76
-49.0239 	 -24.4818 	 774.73 	 978694.77
-48.8661 	 -24.2595 	 944.03 	 978644.38
-48.4132 	 -24.2653 	 827.2 	 978689.38
-47.528 	 -20.1546 	 690.22 	 978403.8
-47.6647 	 -20.8567 	 832.65 	 978444.67
-47.6956 	 -20.4998 	 737.11 	 978455.05
-47.3036 	 -20.8475 	 770.85 	 978456.0
-47.3848 	 -20.7653 	 832.66 	 978421.56
-47.4182 	 -20.9189 	 808.55 	 978453.02
-47.2338 	 -20.8351 	 757.76 	 978464.79
-47.208 	 -20.9528 	 828.93 	 978457.54
-48.7844 	 -20.4779 	 477.59 	 978480.11
-48.3424 	 -20.2712 	 491.67 	 978483.36
-46.2473 	 -23.1181 	 826.37 	 978587.91
-46.2644 	 -23.1718 	 915.89 	 978576.52
-45.6801 	 -23.0064 	 561.59 	 978621.46
-45.9071 	 -22.9569 	 686.73 	 978600.6
-45.6682 	 -22.668 	 1057.26 	 978498.33
-45.9529 	 -23.3989 	 574.31 	 978667.1
-47.7702 	 -20.5466 	 609.52 	 978480.02
-47.896 	 -20.8546 	 568.36 	 978503.93
-47.9856 	 -20.8933 	 545.86 	 978504.51
-47.9792 	 -20.6206 	 659.88 	 978474.64
-47.8313 	 -20.0763 	 529.23 	 978440.66
-47.9493 	 -20.1034 	 519.45 	 978449.09
-47.9811 	 -20.3047 	 554.4 	 978475.37
-47.646 	 -20.4628 	 833.48 	 978430.58
-47.9425 	 -20.2685 	 542.95 	 978476.46
-47.663 	 -20.8657 	 860.46 	 978438.51
-47.7968 	 -20.9726 	 536.43 	 978512.6
-48.7657 	 -20.2149 	 511.27 	 978477.48
-48.554 	 -20.4444 	 544.38 	 978464.11
-48.6107 	 -20.1926 	 490.42 	 978477.53
-45.0538 	 -22.7916 	 642.09 	 978596.86
-45.0972 	 -22.8785 	 804.38 	 978566.68
-45.1617 	 -23.0452 	 873.11 	 978578.73
-45.5358 	 -23.1835 	 692.34 	 978622.78
-45.1311 	 -23.1852 	 945.9 	 978571.12
-45.1091 	 -23.427 	 4.92 	 978795.46
-45.2404 	 -23.4072 	 876.81 	 978617.04
-45.4422 	 -23.2655 	 774.45 	 978612.5
-45.3942 	 -23.4853 	 715.7 	 978655.96
-51.3201 	 -21.8857 	 400.71 	 978597.61
-51.2911 	 -21.7553 	 361.33 	 978601.41
-51.2864 	 -22.1025 	 419.32 	 978604.37
-50.6655 	 -21.9346 	 392.36 	 978602.29
-50.601 	 -21.7261 	 410.37 	 978581.79
-50.7431 	 -22.1222 	 466.98 	 978599.23
-51.9322 	 -22.3265 	 387.24 	 978645.7
-51.6948 	 -22.0026 	 430.07 	 978612.34
-51.2063 	 -22.0666 	 430.69 	 978597.12
-51.1259 	 -21.958 	 392.11 	 978591.09
-51.0926 	 -21.9883 	 407.89 	 978591.07
-51.4533 	 -21.3211 	 337.71 	 978589.8
-51.3492 	 -21.426 	 347.15 	 978592.7
-51.3436 	 -21.3091 	 318.03 	 978588.88
-51.4102 	 -21.241 	 314.73 	 978590.79
-51.0893 	 -21.4724 	 318.01 	 978589.63
-49.6398 	 -22.7582 	 464.49 	 978626.31
