INDEX 	 LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
9894 	 -46.4697 	 -5.9956 	 298.81 	 977951.96
9895 	 -46.4935 	 -6.0087 	 305.68 	 977950.16
9896 	 -46.5401 	 -6.0338 	 306.58 	 977950.1
9897 	 -46.5688 	 -6.0367 	 255.24 	 977962.1
9898 	 -41.948 	 -2.8913 	 2.27 	 978018.91
9899 	 -41.9001 	 -2.9963 	 -15.94 	 978020.07
9900 	 -42.0868 	 -2.8779 	 11.05 	 977994.4
9901 	 -42.1165 	 -2.8378 	 -11.4 	 977987.51
9902 	 -42.2782 	 -2.8877 	 22.66 	 977972.69
9903 	 -42.7322 	 -2.7486 	 -15.01 	 977967.6
9904 	 -42.6608 	 -2.7303 	 -20.74 	 977969.87
9905 	 -42.6148 	 -2.7415 	 -21.02 	 977970.45
9906 	 -42.3267 	 -2.7823 	 -2.43 	 977964.89
9907 	 -42.3086 	 -2.8276 	 2.54 	 977963.9
9908 	 -42.8485 	 -2.7881 	 -12.81 	 977970.81
9909 	 -42.8672 	 -2.8371 	 1.29 	 977976.4
9910 	 -42.9454 	 -2.8807 	 25.51 	 977990.51
9911 	 -42.9861 	 -2.8992 	 27.64 	 977997.87
9912 	 -43.0116 	 -2.9423 	 30.12 	 978001.13
9913 	 -43.1105 	 -3.0233 	 65.56 	 978006.06
9914 	 -43.1405 	 -3.0078 	 23.41 	 978014.94
9915 	 -43.2298 	 -3.04 	 60.24 	 978011.75
9916 	 -43.3588 	 -3.1729 	 42.28 	 978035.41
9917 	 -43.4244 	 -3.2272 	 56.89 	 978034.15
9918 	 -43.4321 	 -3.2705 	 15.36 	 978043.73
9919 	 -43.5079 	 -3.3137 	 15.05 	 978038.64
9920 	 -43.6904 	 -3.379 	 67.41 	 978033.53
9921 	 -43.5488 	 -3.4169 	 67.06 	 978033.31
9922 	 -43.5608 	 -3.4511 	 67.89 	 978035.21
9923 	 -44.7932 	 -5.3856 	 69.18 	 978014.69
9924 	 -44.8116 	 -5.3978 	 78.91 	 978011.14
9925 	 -44.8582 	 -5.4084 	 108.67 	 977996.98
9926 	 -44.8772 	 -5.3947 	 117.8 	 977991.11
9927 	 -44.9437 	 -5.4177 	 134.54 	 977982.81
9928 	 -44.9856 	 -5.4067 	 183.34 	 977976.27
9929 	 -45.0097 	 -5.4194 	 163.6 	 977981.61
9930 	 -45.0306 	 -5.4385 	 128.43 	 977989.55
9931 	 -45.0509 	 -5.4425 	 113.68 	 977994.66
9932 	 -45.0981 	 -5.4455 	 138.14 	 977992.11
9933 	 -45.122 	 -5.4537 	 121.98 	 977996.13
9934 	 -45.1475 	 -5.4504 	 96.33 	 978002.82
9935 	 -45.2138 	 -5.4951 	 133.48 	 977998.66
9936 	 -45.2749 	 -5.4858 	 146.75 	 977996.62
9937 	 -45.3057 	 -5.4434 	 121.1 	 978004.09
9938 	 -45.3454 	 -5.4181 	 190.69 	 977988.15
9939 	 -46.6231 	 -4.3594 	 144.32 	 977974.11
9940 	 -47.5482 	 -4.5593 	 263.97 	 977989.7
9941 	 -47.8548 	 -4.9586 	 324.89 	 977973.39
9942 	 -47.9606 	 -5.2118 	 124.09 	 978005.58
9943 	 -47.4917 	 -5.524 	 97.59 	 978004.31
9944 	 -46.1149 	 -5.8007 	 209.26 	 977969.17
9945 	 -42.5418 	 -3.4595 	 29.08 	 978018.26
9946 	 -42.4497 	 -3.444 	 -1.72 	 978024.21
9947 	 -42.6365 	 -3.5466 	 62.82 	 978015.95
9948 	 -42.7057 	 -3.6209 	 15.74 	 978028.37
9949 	 -42.2179 	 -3.3753 	 46.19 	 978009.0
9950 	 -42.1654 	 -2.839 	 -0.52 	 977978.99
9951 	 -42.4669 	 -2.7851 	 -3.53 	 977962.95
9952 	 -45.7134 	 -3.9991 	 14.75 	 977994.85
9953 	 -46.4939 	 -4.2988 	 34.67 	 977996.6
9954 	 -47.1821 	 -4.7811 	 234.6 	 977950.27
9955 	 -47.3484 	 -4.8747 	 210.08 	 977971.97
9956 	 -44.7 	 -5.343 	 128.31 	 978005.65
9957 	 -44.7272 	 -5.3509 	 104.9 	 978009.77
9958 	 -44.7468 	 -5.3654 	 102.12 	 978009.94
9959 	 -44.774 	 -5.3739 	 71.91 	 978014.9
9960 	 -44.9005 	 -5.4094 	 162.7 	 977977.63
9961 	 -44.9271 	 -5.4199 	 75.24 	 977995.58
9962 	 -45.1935 	 -5.4795 	 125.92 	 977999.63
9963 	 -45.2863 	 -5.4638 	 185.94 	 977988.29
9964 	 -45.3671 	 -5.4073 	 215.11 	 977983.26
9965 	 -45.5006 	 -5.478 	 134.17 	 977996.88
9966 	 -45.5256 	 -5.4916 	 149.75 	 977990.54
9967 	 -45.5486 	 -5.5042 	 182.39 	 977982.08
9968 	 -45.572 	 -5.517 	 197.2 	 977980.01
9969 	 -45.5975 	 -5.5352 	 154.28 	 977993.68
9970 	 -45.6211 	 -5.5468 	 165.45 	 977988.23
9971 	 -45.65 	 -5.5524 	 197.67 	 977975.25
9972 	 -45.67 	 -5.5659 	 208.13 	 977971.19
9973 	 -45.6931 	 -5.5826 	 149.89 	 977983.71
9974 	 -45.7455 	 -5.6103 	 238.51 	 977964.47
9975 	 -45.7699 	 -5.623 	 193.31 	 977977.24
9976 	 -45.7952 	 -5.6358 	 198.54 	 977972.7
9977 	 -46.0036 	 -5.7351 	 194.22 	 977971.45
9978 	 -46.0483 	 -5.7559 	 197.59 	 977969.51
9979 	 -46.1665 	 -5.8262 	 209.91 	 977968.85
9980 	 -46.289 	 -5.8955 	 247.11 	 977963.96
9981 	 -46.7516 	 -6.0726 	 281.21 	 977954.14
9982 	 -46.9295 	 -6.1471 	 206.22 	 977985.27
9983 	 -47.2692 	 -6.2873 	 145.98 	 978014.14
9984 	 -44.5617 	 -5.2955 	 106.64 	 978010.28
9985 	 -44.5753 	 -5.3075 	 119.12 	 978007.56
9986 	 -44.47522 	 -5.345744 	 102.007 	 978014.22
9987 	 -47.49833 	 -5.491881 	 95.204 	 978006.44
9988 	 -47.49808 	 -5.489865 	 95.549 	 978006.82
9989 	 -47.4956 	 -5.490226 	 97.469 	 978006.02
9990 	 -47.49959 	 -5.476506 	 148.748 	 977997.11
9991 	 -44.02693 	 -4.537994 	 31.788 	 978007.7
9992 	 -44.75998 	 -4.222434 	 -5.752 	 978012.77
9993 	 -47.48457 	 -5.474588 	 160.628 	 977992.91
9994 	 -44.1276 	 -4.118844 	 10.096 	 978009.76
9995 	 -43.01668 	 -4.247306 	 40.585 	 978006.93
9996 	 -43.18493 	 -4.928359 	 121.924 	 977993.96
9997 	 -43.34431 	 -4.812788 	 46.114 	 978014.59
9998 	 -45.87301 	 -2.182423 	 38.012 	 977963.39
9999 	 -42.85472 	 -3.672778 	 63.749 	 978007.63
10000 	 -43.96458 	 -3.523312 	 10.227 	 978020.79
10001 	 -43.45779 	 -3.733159 	 25.182 	 978040.74
10002 	 -44.65818 	 -3.579631 	 -13.557 	 977988.3
10003 	 -44.81273 	 -4.641685 	 25.157 	 978003.44
10004 	 -45.01819 	 -3.192913 	 -9.081 	 978005.9
10005 	 -47.42011 	 -6.542063 	 181.15 	 978006.13
10006 	 -45.58977 	 -3.909315 	 8.813 	 977993.85
10007 	 -45.75445 	 -4.021706 	 18.4 	 977993.89
10008 	 -43.32089 	 -3.147085 	 68.377 	 978028.36
10009 	 -42.36991 	 -2.796386 	 -13.568 	 977966.92
10010 	 -46.07044 	 -5.768704 	 188.416 	 977971.4
10011 	 -47.35615 	 -5.845742 	 123.508 	 978003.45
10012 	 -47.38278 	 -5.999748 	 132.423 	 978003.97
10013 	 -43.38973 	 -3.204091 	 48.447 	 978035.54
10014 	 -44.48577 	 -5.302927 	 86.751 	 978016.51
10015 	 -46.15702 	 -5.816454 	 206.514 	 977968.56
10016 	 -45.23392 	 -5.508131 	 129.386 	 977999.85
10017 	 -47.03471 	 -6.190142 	 162.119 	 978000.62
10018 	 -46.7077 	 -17.0618 	 578.8 	 978260.9
10019 	 -46.6375 	 -16.9778 	 527.43 	 978267.9
10020 	 -46.7065 	 -16.98 	 529.68 	 978266.74
10021 	 -46.8588 	 -17.0299 	 595.23 	 978257.48
10022 	 -46.6734 	 -17.3143 	 644.29 	 978261.14
10023 	 -46.6302 	 -17.2057 	 554.33 	 978272.4
10024 	 -46.6845 	 -17.1993 	 590.56 	 978265.85
10025 	 -46.7904 	 -17.2029 	 618.59 	 978262.93
10026 	 -46.4742 	 -17.2558 	 499.13 	 978284.84
10027 	 -46.4574 	 -17.1982 	 519.66 	 978277.84
10028 	 -46.381 	 -17.1989 	 520.05 	 978275.9
10029 	 -46.311 	 -17.1134 	 522.25 	 978270.74
10030 	 -46.0 	 -17.0 	 565.43 	 978263.06
10031 	 -46.4578 	 -17.13 	 520.15 	 978274.6
10032 	 -46.5244 	 -17.1297 	 519.83 	 978275.2
10033 	 -46.5368 	 -17.2139 	 523.81 	 978278.29
10034 	 -46.5392 	 -16.9647 	 519.89 	 978267.31
10035 	 -46.5516 	 -17.0362 	 524.25 	 978270.31
10036 	 -46.6144 	 -17.1168 	 536.71 	 978271.39
10037 	 -46.7087 	 -17.1292 	 557.91 	 978269.44
10038 	 -46.7272 	 -17.2171 	 609.28 	 978264.11
10039 	 -46.5456 	 -17.8627 	 518.23 	 978263.87
10040 	 -46.6949 	 -16.9098 	 563.07 	 978257.42
10041 	 -46.7641 	 -17.1355 	 569.35 	 978267.44
10042 	 -46.8691 	 -17.1256 	 633.04 	 978254.49
10043 	 -46.2146 	 -16.875 	 540.03 	 978261.94
10044 	 -46.2903 	 -16.8658 	 521.58 	 978265.14
10045 	 -46.9481 	 -17.0685 	 673.25 	 978239.7
10046 	 -46.464 	 -16.9529 	 516.55 	 978266.55
10047 	 -42.3125 	 -21.4761 	 105.01 	 978650.83
10048 	 -42.2758 	 -21.3921 	 297.26 	 978607.04
10049 	 -42.2308 	 -21.3063 	 519.09 	 978560.43
10050 	 -42.2289 	 -21.2597 	 390.07 	 978580.71
10051 	 -42.1887 	 -21.2317 	 479.31 	 978562.27
10052 	 -46.4434 	 -17.0437 	 517.18 	 978271.29
10053 	 -46.3728 	 -17.0412 	 519.5 	 978269.71
10054 	 -46.2996 	 -17.0294 	 512.26 	 978270.02
10055 	 -46.2173 	 -17.0337 	 484.37 	 978277.49
10056 	 -46.2944 	 -16.9827 	 513.34 	 978268.54
10057 	 -46.3683 	 -16.9702 	 513.77 	 978268.25
10058 	 -46.2306 	 -16.9709 	 495.26 	 978273.19
10059 	 -46.2968 	 -16.9368 	 512.32 	 978267.4
10060 	 -46.3726 	 -16.884 	 514.27 	 978265.54
10061 	 -46.4461 	 -16.861 	 516.71 	 978263.99
10062 	 -46.8861 	 -17.2412 	 709.67 	 978246.38
10063 	 -42.2294 	 -21.1843 	 172.39 	 978615.01
10064 	 -42.1434 	 -21.0204 	 297.83 	 978575.36
10065 	 -42.1429 	 -20.9372 	 442.1 	 978546.02
10066 	 -42.1094 	 -20.9365 	 355.88 	 978561.23
10067 	 -42.0619 	 -20.9294 	 195.6 	 978587.21
10068 	 -41.8943 	 -20.773 	 727.33 	 978482.0
10069 	 -49.9383 	 -19.7439 	 474.82 	 978454.77
10070 	 -47.2989 	 -17.4483 	 947.45 	 978203.47
10071 	 -46.9576 	 -17.652 	 556.73 	 978292.18
10072 	 -46.8827 	 -17.5071 	 609.79 	 978280.32
10073 	 -46.8951 	 -17.4696 	 577.79 	 978283.89
10074 	 -46.955 	 -17.4641 	 613.29 	 978276.13
10075 	 -46.8874 	 -17.3685 	 557.66 	 978281.82
10076 	 -46.8709 	 -17.2915 	 701.69 	 978250.47
10077 	 -46.7934 	 -17.3124 	 631.83 	 978263.99
10078 	 -46.7904 	 -17.3806 	 586.45 	 978275.51
10079 	 -46.7896 	 -17.4526 	 577.8 	 978281.92
10080 	 -46.7131 	 -17.5327 	 530.72 	 978289.69
10081 	 -46.7965 	 -17.5354 	 594.63 	 978279.38
10082 	 -46.8503 	 -17.5583 	 643.19 	 978271.93
10083 	 -46.8936 	 -17.6079 	 553.46 	 978292.11
10084 	 -47.2116 	 -17.7054 	 973.27 	 978218.91
10085 	 -47.2905 	 -17.7031 	 935.13 	 978224.76
10086 	 -47.158 	 -17.619 	 984.4 	 978207.98
10087 	 -47.2211 	 -17.6257 	 972.39 	 978210.33
10088 	 -47.2062 	 -17.5426 	 979.29 	 978201.49
10089 	 -47.0409 	 -17.4788 	 633.31 	 978271.23
10090 	 -47.0697 	 -17.5288 	 820.33 	 978237.47
10091 	 -47.1178 	 -17.5599 	 974.33 	 978205.81
10092 	 -47.2098 	 -17.4711 	 961.97 	 978200.23
10093 	 -47.1292 	 -17.4652 	 975.22 	 978197.46
10094 	 -46.8752 	 -17.2237 	 676.59 	 978252.23
10095 	 -43.1037 	 -15.2671 	 497.77 	 978200.01
10096 	 -42.4314 	 -21.1464 	 206.66 	 978605.06
10097 	 -43.7672 	 -20.3528 	 976.52 	 978381.73
10098 	 -46.1914 	 -20.9189 	 796.64 	 978427.15
10099 	 -44.4467 	 -19.2229 	 736.09 	 978354.4
10100 	 -49.214 	 -19.9633 	 421.67 	 978500.61
10101 	 -45.297 	 -19.9528 	 895.83 	 978357.12
10102 	 -49.322 	 -19.7012 	 659.43 	 978428.01
10103 	 -49.2751 	 -19.7302 	 651.61 	 978428.18
10104 	 -48.9621 	 -19.8377 	 678.62 	 978440.03
10105 	 -49.7643 	 -19.5237 	 595.5 	 978429.33
10106 	 -42.8166 	 -20.6399 	 684.81 	 978449.19
10107 	 -42.7499 	 -20.6503 	 631.33 	 978466.97
10108 	 -42.7015 	 -20.6154 	 591.81 	 978475.4
10109 	 -42.6275 	 -20.6285 	 569.7 	 978483.66
10110 	 -42.6286 	 -20.7293 	 691.57 	 978469.49
10111 	 -42.6495 	 -20.8054 	 714.64 	 978472.11
10112 	 -41.9781 	 -20.899 	 417.21 	 978547.82
10113 	 -46.551 	 -17.3568 	 529.52 	 978284.24
10114 	 -46.5303 	 -17.2952 	 522.0 	 978282.62
10115 	 -46.6073 	 -17.3671 	 545.52 	 978281.02
10116 	 -46.6313 	 -17.2913 	 630.07 	 978261.35
10117 	 -46.647 	 -17.0333 	 528.22 	 978270.65
10118 	 -46.4546 	 -16.5477 	 557.34 	 978239.59
10119 	 -46.7781 	 -16.5533 	 582.96 	 978230.38
10120 	 -46.709 	 -16.55 	 552.41 	 978238.44
10121 	 -46.6236 	 -16.5483 	 519.92 	 978247.27
10122 	 -46.2894 	 -16.6281 	 653.6 	 978229.2
10123 	 -46.2073 	 -16.6311 	 778.7 	 978205.09
10124 	 -46.2883 	 -16.7916 	 560.56 	 978255.29
10125 	 -46.12 	 -16.6279 	 733.34 	 978211.98
10126 	 -46.6251 	 -16.7896 	 546.93 	 978255.71
10127 	 -46.5432 	 -16.8002 	 522.94 	 978259.83
10128 	 -46.94 	 -16.4773 	 604.61 	 978224.9
10129 	 -46.4845 	 -16.788 	 517.34 	 978261.33
10130 	 -46.7067 	 -16.7116 	 530.31 	 978251.96
10131 	 -46.7017 	 -16.7787 	 539.75 	 978256.12
10132 	 -46.9605 	 -16.6353 	 754.06 	 978201.72
10133 	 -46.9412 	 -16.7105 	 696.48 	 978215.85
10134 	 -46.9589 	 -16.8002 	 908.82 	 978178.92
10135 	 -46.9583 	 -16.8672 	 918.78 	 978179.78
10136 	 -47.0347 	 -16.7165 	 890.89 	 978177.44
10137 	 -47.0437 	 -16.7967 	 921.96 	 978172.63
10138 	 -47.1187 	 -16.7082 	 883.58 	 978178.45
10139 	 -47.1919 	 -16.7097 	 914.24 	 978172.95
10140 	 -47.116 	 -16.638 	 861.5 	 978181.48
10141 	 -47.043 	 -16.6305 	 930.83 	 978167.89
10142 	 -46.847 	 -16.7031 	 570.11 	 978240.06
10143 	 -46.8773 	 -16.7843 	 641.31 	 978231.5
10144 	 -46.8636 	 -16.9493 	 612.92 	 978247.03
10145 	 -46.8766 	 -16.8822 	 600.15 	 978246.84
10146 	 -46.9176 	 -16.5718 	 654.49 	 978217.26
10147 	 -46.7172 	 -16.8842 	 558.87 	 978257.53
10148 	 -46.6225 	 -16.8808 	 515.63 	 978265.63
10149 	 -46.5464 	 -16.2128 	 939.78 	 978144.52
10150 	 -46.4517 	 -16.216 	 905.9 	 978154.11
10151 	 -46.4618 	 -16.2943 	 929.24 	 978154.35
10152 	 -46.3772 	 -16.2936 	 910.73 	 978161.52
10153 	 -46.2916 	 -16.2876 	 907.58 	 978160.82
10154 	 -47.0401 	 -15.9662 	 929.2 	 978129.23
10155 	 -47.0297 	 -16.0379 	 858.81 	 978147.37
10156 	 -47.043 	 -16.1292 	 822.07 	 978156.6
10157 	 -47.4648 	 -17.5322 	 934.17 	 978207.64
10158 	 -47.288 	 -17.5503 	 978.89 	 978202.86
10159 	 -47.09 	 -17.6079 	 676.43 	 978270.12
10160 	 -47.0442 	 -17.6378 	 627.21 	 978281.44
10161 	 -46.9465 	 -17.5473 	 683.77 	 978266.99
10162 	 -47.0185 	 -17.5431 	 633.36 	 978275.71
10163 	 -46.9515 	 -17.394 	 606.67 	 978273.75
10164 	 -46.8951 	 -17.4696 	 577.79 	 978283.89
10165 	 -46.9533 	 -17.3034 	 621.91 	 978266.48
10166 	 -47.3656 	 -17.2849 	 872.98 	 978204.39
10167 	 -47.2942 	 -17.2888 	 905.6 	 978200.22
10168 	 -47.2071 	 -17.3127 	 954.15 	 978192.05
10169 	 -47.1222 	 -17.2179 	 759.66 	 978229.75
10170 	 -47.0452 	 -17.2076 	 646.15 	 978254.07
10171 	 -46.9679 	 -17.226 	 690.2 	 978247.54
10172 	 -47.0408 	 -17.2913 	 654.64 	 978257.26
10173 	 -47.1223 	 -17.3059 	 657.52 	 978254.91
10174 	 -47.1315 	 -17.355 	 655.36 	 978257.21
10175 	 -47.0518 	 -17.3657 	 633.44 	 978264.64
10176 	 -47.2028 	 -17.3738 	 971.45 	 978192.94
10177 	 -47.2929 	 -17.3774 	 988.75 	 978190.16
10178 	 -47.3811 	 -17.3647 	 869.92 	 978212.55
10179 	 -47.4424 	 -17.3877 	 916.22 	 978200.53
10180 	 -47.4379 	 -17.4368 	 872.65 	 978213.07
10181 	 -47.377 	 -17.4879 	 953.81 	 978202.68
10182 	 -46.7859 	 -15.3751 	 982.57 	 978102.61
10183 	 -46.7083 	 -15.3762 	 971.92 	 978103.34
10184 	 -46.7024 	 -15.452 	 959.59 	 978106.95
10185 	 -46.6343 	 -15.4555 	 610.61 	 978173.46
10186 	 -46.7774 	 -15.447 	 972.2 	 978105.25
10187 	 -46.8849 	 -15.461 	 932.93 	 978112.26
10188 	 -46.9374 	 -15.2057 	 983.82 	 978074.26
10189 	 -46.6154 	 -15.213 	 965.13 	 978094.21
10190 	 -46.5357 	 -15.2074 	 959.67 	 978096.75
10191 	 -46.5405 	 -15.3056 	 954.53 	 978099.92
10192 	 -46.4542 	 -15.2995 	 904.29 	 978109.46
10193 	 -46.4663 	 -15.3809 	 917.43 	 978109.51
10194 	 -46.7842 	 -15.5408 	 587.19 	 978183.01
10195 	 -46.7058 	 -15.5412 	 615.67 	 978174.67
10196 	 -46.6178 	 -15.5372 	 645.56 	 978166.53
10197 	 -46.5379 	 -15.5378 	 541.54 	 978187.85
10198 	 -46.6244 	 -15.6253 	 575.73 	 978182.73
10199 	 -46.8378 	 -15.5805 	 596.08 	 978180.55
10200 	 -46.6986 	 -15.6164 	 583.86 	 978180.8
10201 	 -46.7864 	 -15.6269 	 616.46 	 978175.85
10202 	 -46.7864 	 -15.7067 	 652.6 	 978170.22
10203 	 -46.7104 	 -15.6925 	 592.08 	 978182.01
10204 	 -46.6462 	 -15.7023 	 919.56 	 978117.91
10205 	 -46.8125 	 -15.7955 	 908.31 	 978125.94
10206 	 -46.8763 	 -15.9578 	 836.84 	 978148.19
10207 	 -46.8751 	 -16.034 	 762.09 	 978164.73
10208 	 -46.8828 	 -16.1111 	 768.92 	 978168.42
10209 	 -46.7826 	 -16.1209 	 688.76 	 978183.59
10210 	 -46.7313 	 -16.1347 	 648.19 	 978193.19
10211 	 -46.6241 	 -15.9474 	 937.66 	 978127.15
10212 	 -46.5307 	 -15.8839 	 889.35 	 978134.81
10213 	 -46.7016 	 -15.9613 	 946.38 	 978125.96
10214 	 -46.7119 	 -15.8761 	 957.82 	 978117.71
10215 	 -46.6277 	 -15.8669 	 929.96 	 978122.55
10216 	 -46.9663 	 -16.3746 	 634.0 	 978209.4
10217 	 -47.0465 	 -16.3001 	 629.15 	 978202.91
10218 	 -46.9608 	 -16.2904 	 563.01 	 978216.19
10219 	 -47.119 	 -16.2167 	 675.47 	 978187.5
10220 	 -47.0663 	 -16.2098 	 655.54 	 978192.0
10221 	 -47.0536 	 -16.3986 	 983.15 	 978138.16
10222 	 -47.1214 	 -16.3739 	 991.94 	 978134.38
10223 	 -47.1155 	 -16.3217 	 827.4 	 978163.67
10224 	 -46.8057 	 -16.3916 	 571.31 	 978223.95
10225 	 -47.2044 	 -16.3695 	 984.32 	 978134.47
10226 	 -47.2083 	 -16.2972 	 961.07 	 978132.62
10227 	 -47.3183 	 -16.291 	 869.92 	 978149.42
10228 	 -47.0452 	 -16.4712 	 931.21 	 978158.05
10229 	 -47.0495 	 -16.547 	 885.18 	 978173.64
10230 	 -47.123 	 -16.5407 	 928.12 	 978161.96
10231 	 -47.121 	 -16.4461 	 971.5 	 978145.73
10232 	 -47.2059 	 -16.4626 	 913.02 	 978155.85
10233 	 -47.2118 	 -16.5408 	 927.8 	 978158.14
10234 	 -47.2102 	 -16.6298 	 888.82 	 978174.1
10235 	 -46.7031 	 -16.4433 	 578.75 	 978224.85
10236 	 -46.7943 	 -16.4562 	 537.26 	 978234.86
10237 	 -46.6148 	 -16.5421 	 596.33 	 978219.93
10238 	 -46.6158 	 -16.4498 	 572.08 	 978231.71
10239 	 -46.5451 	 -16.4616 	 582.73 	 978231.09
10240 	 -46.3945 	 -16.633 	 579.08 	 978241.88
10241 	 -46.4499 	 -16.6329 	 546.07 	 978245.83
10242 	 -46.5364 	 -16.6304 	 515.75 	 978251.19
10243 	 -46.5381 	 -16.551 	 576.23 	 978236.42
10244 	 -46.2989 	 -16.5431 	 885.98 	 978176.23
10245 	 -46.3729 	 -16.5442 	 832.19 	 978184.87
10246 	 -48.9155 	 -19.8178 	 665.04 	 978439.77
10247 	 -48.8438 	 -19.8293 	 582.87 	 978453.83
10248 	 -48.8571 	 -19.8715 	 611.44 	 978450.58
10249 	 -48.8384 	 -19.9354 	 546.86 	 978467.18
10250 	 -48.7688 	 -19.9663 	 529.92 	 978466.64
10251 	 -48.8299 	 -19.9859 	 564.88 	 978462.41
10252 	 -48.9228 	 -19.9669 	 567.63 	 978469.6
10253 	 -49.9513 	 -19.4795 	 507.62 	 978418.44
10254 	 -46.1216 	 -16.242 	 912.07 	 978127.6
10255 	 -48.2516 	 -18.4215 	 867.67 	 978142.44
10256 	 -47.2731 	 -16.4615 	 974.64 	 978140.26
10257 	 -47.3097 	 -16.3903 	 940.86 	 978142.0
10258 	 -47.3536 	 -16.392 	 953.7 	 978137.65
10259 	 -47.3115 	 -16.5204 	 951.41 	 978146.5
10260 	 -47.383 	 -16.4721 	 953.44 	 978139.35
10261 	 -47.3689 	 -16.5536 	 915.93 	 978152.92
10262 	 -46.9517 	 -16.9639 	 608.28 	 978247.46
10263 	 -47.0336 	 -16.9537 	 955.31 	 978172.89
10264 	 -47.0439 	 -16.8983 	 912.5 	 978178.12
10265 	 -47.1512 	 -16.7953 	 940.72 	 978169.79
10266 	 -47.1116 	 -16.8952 	 863.82 	 978187.8
10267 	 -47.0952 	 -16.9382 	 913.25 	 978179.9
10268 	 -47.0494 	 -17.0088 	 952.85 	 978176.08
10269 	 -47.3072 	 -17.1918 	 864.86 	 978199.62
10270 	 -47.2166 	 -17.1896 	 789.41 	 978218.8
10271 	 -47.2122 	 -17.1108 	 851.59 	 978200.6
10272 	 -47.1399 	 -17.1276 	 739.35 	 978227.27
10273 	 -42.4034 	 -21.6859 	 239.89 	 978636.69
10274 	 -42.4234 	 -21.7061 	 227.35 	 978639.62
10275 	 -42.4443 	 -21.7254 	 261.39 	 978633.23
10276 	 -42.4619 	 -21.7422 	 194.9 	 978646.99
10277 	 -42.3112 	 -21.6823 	 143.76 	 978659.79
10278 	 -42.3363 	 -21.6726 	 193.56 	 978646.45
10279 	 -42.4139 	 -21.7317 	 173.12 	 978652.12
10280 	 -42.4503 	 -21.7559 	 177.95 	 978652.28
10281 	 -42.4832 	 -21.7574 	 189.29 	 978649.23
10282 	 -42.5292 	 -21.7662 	 228.22 	 978641.75
10283 	 -42.573 	 -21.8019 	 255.3 	 978639.47
10284 	 -46.872 	 -15.1207 	 996.39 	 978068.84
10285 	 -46.8697 	 -15.058 	 1009.59 	 978061.03
10286 	 -46.4572 	 -14.9572 	 984.28 	 978088.15
10287 	 -46.4516 	 -14.8797 	 917.86 	 978097.27
10288 	 -46.4572 	 -14.8026 	 994.81 	 978073.29
10289 	 -46.5251 	 -14.799 	 988.08 	 978069.76
10290 	 -46.7896 	 -15.0411 	 876.6 	 978093.31
10291 	 -46.3753 	 -14.8805 	 876.35 	 978108.95
10292 	 -46.3766 	 -14.955 	 964.92 	 978094.4
10293 	 -46.122 	 -14.9371 	 837.68 	 978117.03
10294 	 -43.1302 	 -22.0793 	 282.04 	 978652.06
10295 	 -43.1068 	 -22.0689 	 299.63 	 978647.04
10296 	 -43.0717 	 -22.0636 	 332.89 	 978641.26
10297 	 -44.2427 	 -22.2114 	 679.23 	 978552.21
10298 	 -46.957 	 -17.5433 	 686.67 	 978242.17
10299 	 -42.3448 	 -21.6566 	 155.89 	 978652.0
10300 	 -42.3794 	 -21.6635 	 195.22 	 978645.5
10301 	 -49.4005 	 -19.7129 	 514.59 	 978463.2
10302 	 -49.4151 	 -19.7747 	 453.73 	 978481.14
10303 	 -49.402 	 -19.8317 	 477.98 	 978478.72
10304 	 -49.3555 	 -19.8064 	 526.67 	 978463.22
10305 	 -49.3325 	 -19.7656 	 530.09 	 978459.56
10306 	 -49.3253 	 -19.8486 	 541.66 	 978462.06
10307 	 -49.2778 	 -19.8219 	 571.3 	 978450.72
10308 	 -49.2195 	 -19.8244 	 517.41 	 978460.33
10309 	 -49.2056 	 -19.7794 	 578.48 	 978442.26
10310 	 -49.4769 	 -19.4564 	 513.33 	 978453.72
10311 	 -49.384 	 -19.4353 	 531.03 	 978451.13
10312 	 -49.3307 	 -19.4079 	 601.64 	 978429.82
10313 	 -49.3065 	 -19.3109 	 544.79 	 978435.28
10314 	 -49.4337 	 -19.4169 	 655.57 	 978423.57
10315 	 -49.5289 	 -19.3931 	 547.63 	 978447.57
10316 	 -49.5251 	 -19.4308 	 667.98 	 978420.8
10317 	 -49.5261 	 -19.4867 	 548.51 	 978443.44
10318 	 -49.3155 	 -19.6476 	 520.14 	 978456.13
10319 	 -49.2629 	 -19.6385 	 549.51 	 978449.6
10320 	 -49.0801 	 -19.7523 	 554.68 	 978458.43
10321 	 -49.0117 	 -19.7654 	 532.27 	 978468.64
10322 	 -48.9619 	 -19.7935 	 653.6 	 978443.98
10323 	 -48.9747 	 -19.8863 	 543.97 	 978471.94
10324 	 -48.9913 	 -19.9641 	 553.47 	 978473.85
10325 	 -49.5793 	 -19.3803 	 667.69 	 978421.93
10326 	 -49.5659 	 -19.342 	 679.93 	 978418.62
10327 	 -49.5183 	 -19.3337 	 648.91 	 978424.59
10328 	 -49.5167 	 -19.2901 	 581.7 	 978438.1
10329 	 -49.5988 	 -19.2262 	 531.65 	 978445.37
10330 	 -49.6543 	 -19.2173 	 550.74 	 978437.2
